,date,lat,lon,mask,lst,lstn,ndvi,vcr,prec
2480,2019-06-18,33.97083333029005,-117.08749998951069,5.0,311.62,287.8,0.32930000000000004,83.0,0.0
2481,2019-06-02,33.97083333029005,-117.09583332284328,5.0,,,0.3337,73.0,0.0
2482,2019-06-10,33.97083333029005,-117.09583332284328,5.0,,292.54,0.3341,73.0,0.0
2483,2019-06-18,33.97083333029005,-117.09583332284328,5.0,310.86,288.1,0.3341,73.0,0.0
2490,2019-06-02,35.36249999683204,-118.97916665600789,5.0,317.34000000000003,293.84000000000003,0.1395,53.0,0.5054836273193359
2491,2019-06-10,35.36249999683204,-118.97916665600789,5.0,,,0.1763,53.0,0.0
2492,2019-06-18,35.36249999683204,-118.97916665600789,5.0,322.08,299.76,0.1763,53.0,0.05744501203298569
2493,2019-06-02,35.64583333013999,-119.27916665598102,5.0,304.22,290.52,0.6013000000000001,87.0,0.31896206736564636
2494,2019-06-10,35.64583333013999,-119.27916665598102,5.0,307.04,291.16,0.5615,87.0,0.0
2495,2019-06-18,35.64583333013999,-119.27916665598102,5.0,308.7,,0.5615,87.0,0.0
2502,2019-06-02,36.162499996760374,-119.07916665599893,5.0,311.0,,0.4872,94.0,0.38113588094711304
2503,2019-06-10,36.162499996760374,-119.07916665599893,5.0,310.28000000000003,,0.47540000000000004,94.0,0.0
2504,2019-06-18,36.162499996760374,-119.07916665599893,5.0,315.88,,0.47540000000000004,94.0,0.3813024163246155
2505,2019-06-02,36.270833330084,-119.15416665599221,5.0,309.52,,0.5039,82.0,0.42896246910095215
2506,2019-06-10,36.270833330084,-119.15416665599221,8.0,,,0.5249,82.0,0.04272722452878952
2507,2019-06-18,36.270833330084,-119.15416665599221,5.0,314.2,,0.5249,82.0,0.20734691619873047
2511,2019-06-02,36.42916666340315,-119.7291666559407,5.0,308.7,291.06,0.559,79.0,0.14558354020118713
2512,2019-06-10,36.42916666340315,-119.7291666559407,5.0,313.94,,0.4822,79.0,0.06907857954502106
2513,2019-06-18,36.42916666340315,-119.7291666559407,5.0,314.36,295.44,0.4822,79.0,0.04776959866285324
2514,2019-06-02,38.212499996576724,-121.98749998907172,5.0,298.12,287.3,0.3491,84.0,0.42961326241493225
2515,2019-06-10,38.212499996576724,-121.98749998907172,5.0,316.38,,0.24330000000000002,84.0,0.07003411650657654
2516,2019-06-18,38.212499996576724,-121.98749998907172,5.0,,287.04,0.24330000000000002,84.0,0.0
2517,2019-06-02,38.87916666318367,-121.97083332240655,5.0,304.78000000000003,,0.5233,63.0,0.13935524225234985
2518,2019-06-10,38.87916666318367,-121.97083332240655,5.0,308.40000000000003,,0.5764,63.0,0.0
2519,2019-06-18,38.87916666318367,-121.97083332240655,5.0,,293.22,0.5764,63.0,0.0
2520,2019-06-02,38.94583332984436,-121.5624999891098,5.0,299.40000000000003,,0.6862,74.0,0.9322986602783203
2521,2019-06-10,38.94583332984436,-121.5624999891098,5.0,295.46,,0.6705,74.0,0.0
2522,2019-06-18,38.94583332984436,-121.5624999891098,5.0,307.92,293.12,0.6705,74.0,0.0
2523,2019-06-02,38.97083332984212,-121.48749998911651,5.0,299.8,,0.6594,73.0,0.9322986602783203
2524,2019-06-10,38.97083332984212,-121.48749998911651,5.0,299.82,,0.7762,73.0,0.0
2525,2019-06-18,38.97083332984212,-121.48749998911651,5.0,309.44,,0.7762,73.0,0.0
2526,2019-06-02,39.02916666317023,-122.10416665572794,5.0,304.16,,0.5317000000000001,82.0,0.13935524225234985
2527,2019-06-10,39.02916666317023,-122.10416665572794,5.0,305.26,288.06,0.5771000000000001,82.0,0.0
2528,2019-06-18,39.02916666317023,-122.10416665572794,5.0,,295.84000000000003,0.5771000000000001,82.0,0.0
2529,2019-06-02,39.02083332983764,-122.11249998906052,5.0,302.64,,0.43960000000000005,62.0,0.13935524225234985
2530,2019-06-10,39.02083332983764,-122.11249998906052,5.0,304.04,288.2,0.4161,62.0,0.0
2531,2019-06-18,39.02083332983764,-122.11249998906052,5.0,,295.84000000000003,0.4161,62.0,0.0
2535,2019-06-02,39.02916666317023,-122.11249998906052,5.0,304.16,,0.42760000000000004,69.0,0.13935524225234985
2536,2019-06-10,39.02916666317023,-122.11249998906052,5.0,303.54,288.16,0.4917,69.0,0.0
2537,2019-06-18,39.02916666317023,-122.11249998906052,5.0,,296.04,0.4917,69.0,0.0
2538,2019-06-02,39.31249999647818,-121.99583332240431,5.0,300.98,291.22,0.4045,79.0,0.26119208335876465
2539,2019-06-10,39.31249999647818,-121.99583332240431,5.0,308.90000000000003,,0.46190000000000003,79.0,0.0
2540,2019-06-18,39.31249999647818,-121.99583332240431,5.0,,293.96,0.46190000000000003,79.0,0.0
2550,2019-06-02,39.72916666310752,-122.28749998904485,5.0,310.36,,0.2732,67.0,0.7180651426315308
2551,2019-06-10,39.72916666310752,-122.28749998904485,9.0,320.1,,0.2751,67.0,0.0
2552,2019-06-18,39.72916666310752,-122.28749998904485,9.0,,297.86,0.2751,67.0,0.0
2553,2019-06-02,40.42916666304481,-120.81249998917698,5.0,297.48,281.72,0.5191,53.0,0.4727969169616699
2554,2019-06-10,40.42916666304481,-120.81249998917698,5.0,308.5,,0.6669,53.0,0.0
2555,2019-06-18,40.42916666304481,-120.81249998917698,5.0,,290.72,0.6669,53.0,0.0
2571,2019-06-02,37.80416666327997,-120.9291666558332,5.0,303.24,,0.6225,71.0,0.0
2572,2019-06-10,37.80416666327997,-120.9291666558332,5.0,304.24,,0.6302,71.0,0.0
2573,2019-06-18,37.80416666327997,-120.9291666558332,5.0,309.22,294.14,0.6302,71.0,0.07185612618923187
2601,2019-06-02,34.40416666358456,-118.99583332267306,5.0,,,0.3347,36.0,0.5079874396324158
2602,2019-06-10,34.40416666358456,-118.99583332267306,5.0,,288.40000000000003,0.3054,36.0,0.0
2603,2019-06-18,34.40416666358456,-118.99583332267306,5.0,,,0.3054,36.0,0.0
2607,2019-06-02,34.137499996941784,-117.42916665614675,5.0,,,0.18660000000000002,52.0,0.0635128915309906
2608,2019-06-10,34.137499996941784,-117.42916665614675,5.0,,295.12,0.1839,52.0,0.0
2609,2019-06-18,34.137499996941784,-117.42916665614675,5.0,312.56,,0.1839,52.0,0.0
2613,2019-06-02,34.237499996932826,-118.37916665606164,5.0,,,0.18610000000000002,49.0,0.0
2614,2019-06-10,34.237499996932826,-118.37916665606164,5.0,,,0.18230000000000002,49.0,0.0
2615,2019-06-18,34.237499996932826,-118.37916665606164,5.0,,288.62,0.18230000000000002,49.0,0.0
2616,2019-06-02,34.29583333026093,-118.80416665602357,5.0,,,0.2634,67.0,0.16426530480384827
2617,2019-06-10,34.29583333026093,-118.80416665602357,5.0,,,0.28200000000000003,67.0,0.0
2618,2019-06-18,34.29583333026093,-118.80416665602357,5.0,301.6,,0.28200000000000003,67.0,0.0
2625,2019-06-02,36.5874999967223,-119.30416665597878,5.0,310.24,,0.5286000000000001,81.0,0.19429126381874084
2626,2019-06-10,36.5874999967223,-119.30416665597878,5.0,,,0.6038,81.0,0.0
2627,2019-06-18,36.5874999967223,-119.30416665597878,5.0,315.2,,0.6038,81.0,0.43172788619995117
2652,2019-06-02,32.59583333041323,-115.32083332300229,,,,,,-99.0
2653,2019-06-10,32.59583333041323,-115.32083332300229,,,,,,-99.0
2654,2019-06-18,32.59583333041323,-115.32083332300229,,,,,,-99.0
2655,2019-06-02,32.54583333041771,-116.67916665621394,,,,,,0.0
2656,2019-06-10,32.54583333041771,-116.67916665621394,,,,,,0.0
2657,2019-06-18,32.54583333041771,-116.67916665621394,,,,,,0.0
2658,2019-06-02,34.004166663620396,-114.40416665641774,,,,,,-99.0
2659,2019-06-10,34.004166663620396,-114.40416665641774,,,,,,-99.0
2660,2019-06-18,34.004166663620396,-114.40416665641774,,,,,,-99.0
2664,2019-06-02,35.97083333011088,-121.3041666557996,5.0,300.84000000000003,285.58,0.5285000000000001,91.0,0.11263272911310196
2665,2019-06-10,35.97083333011088,-121.3041666557996,9.0,314.54,283.48,0.4641,91.0,0.09439399838447571
2666,2019-06-18,35.97083333011088,-121.3041666557996,5.0,,287.6,0.4641,91.0,0.0
2667,2019-06-02,35.97083333011088,-121.31249998913219,5.0,300.7,285.90000000000003,0.6004,80.0,0.11263272911310196
