,date,lat,lon,mask,lst,lstn,ndvi,vcr,prec
979,2019-06-10,41.39583332962488,-120.6124999891949,5.0,319.28000000000003,284.46,0.3007,60.0,0.0
980,2019-06-18,41.39583332962488,-120.6124999891949,5.0,,287.22,0.3007,60.0,0.0
981,2019-06-02,42.0124999962363,-120.045833322579,,,,,,-99.0
982,2019-06-10,42.0124999962363,-120.045833322579,,,,,,-99.0
983,2019-06-18,42.0124999962363,-120.045833322579,,,,,,-99.0
996,2019-06-02,42.0124999962363,-120.79583332251181,,,,,,0.8978052139282227
997,2019-06-10,42.0124999962363,-120.79583332251181,,,,,,0.0
998,2019-06-18,42.0124999962363,-120.79583332251181,,,,,,0.0
999,2019-06-02,42.0124999962363,-120.78749998917922,,,,,,0.8978052139282227
1000,2019-06-10,42.0124999962363,-120.78749998917922,,,,,,0.0
1001,2019-06-18,42.0124999962363,-120.78749998917922,,,,,,0.0
1044,2019-06-02,39.25416666315007,-121.82916665575257,5.0,306.44,,0.4808,77.0,0.246931791305542
1045,2019-06-10,39.25416666315007,-121.82916665575257,5.0,314.92,288.32,0.5145000000000001,77.0,0.0
1046,2019-06-18,39.25416666315007,-121.82916665575257,5.0,,296.58,0.5145000000000001,77.0,0.0
1047,2019-06-02,39.25416666315007,-121.82083332241999,5.0,305.26,,0.4897,80.0,0.246931791305542
1048,2019-06-10,39.25416666315007,-121.82083332241999,5.0,314.68,,0.5181,80.0,0.0
1049,2019-06-18,39.25416666315007,-121.82083332241999,5.0,,296.48,0.5181,80.0,0.0
1059,2019-06-02,38.92916666317919,-122.24583332238191,5.0,302.90000000000003,,0.5467000000000001,65.0,0.06681235879659653
1060,2019-06-10,38.92916666317919,-122.24583332238191,5.0,314.34000000000003,,0.5431,65.0,0.0
1061,2019-06-18,38.92916666317919,-122.24583332238191,5.0,,297.24,0.5431,65.0,0.0
1062,2019-06-02,38.9208333298466,-122.26249998904709,7.0,303.88,,0.5658000000000001,75.0,0.06681235879659653
1063,2019-06-10,38.9208333298466,-122.26249998904709,5.0,311.58,,0.3967,75.0,0.0
1064,2019-06-18,38.9208333298466,-122.26249998904709,5.0,,297.86,0.3967,75.0,0.0
1068,2019-06-02,38.912499996514015,-122.26249998904709,7.0,304.32,,0.4832,79.0,0.06681235879659653
1069,2019-06-10,38.912499996514015,-122.26249998904709,5.0,312.72,,0.39530000000000004,79.0,0.0
1070,2019-06-18,38.912499996514015,-122.26249998904709,5.0,,297.82,0.39530000000000004,79.0,0.0
1080,2019-06-02,38.90416666318143,-122.26249998904709,5.0,304.36,,0.4887,77.0,0.06681235879659653
1081,2019-06-10,38.90416666318143,-122.26249998904709,5.0,307.94,,0.5414,77.0,0.0
1082,2019-06-18,38.90416666318143,-122.26249998904709,5.0,,297.5,0.5414,77.0,0.0
1086,2019-06-02,38.90416666318143,-122.2541666557145,5.0,304.56,,0.4521,77.0,0.06681235879659653
1087,2019-06-10,38.90416666318143,-122.2541666557145,5.0,312.5,,0.36100000000000004,77.0,0.0
1088,2019-06-18,38.90416666318143,-122.2541666557145,5.0,,297.44,0.36100000000000004,77.0,0.0
1092,2019-06-02,38.89583332984884,-122.26249998904709,5.0,302.82,,0.5981000000000001,63.0,0.06681235879659653
1093,2019-06-10,38.89583332984884,-122.26249998904709,5.0,308.0,,0.5648000000000001,63.0,0.0
1094,2019-06-18,38.89583332984884,-122.26249998904709,5.0,,297.3,0.5648000000000001,63.0,0.0
1098,2019-06-02,38.887499996516254,-122.2541666557145,8.0,302.06,,0.5968,70.0,0.06681235879659653
1099,2019-06-10,38.887499996516254,-122.2541666557145,5.0,309.42,,0.5229,70.0,0.0
1100,2019-06-18,38.887499996516254,-122.2541666557145,5.0,,297.40000000000003,0.5229,70.0,0.0
1101,2019-06-02,38.887499996516254,-122.27083332237967,8.0,301.38,,0.5917,63.0,0.06681235879659653
1102,2019-06-10,38.887499996516254,-122.27083332237967,5.0,306.22,,0.6262,63.0,0.0
1103,2019-06-18,38.887499996516254,-122.27083332237967,5.0,,297.2,0.6262,63.0,0.0
1104,2019-06-02,38.887499996516254,-122.26249998904709,8.0,301.38,,0.5917,63.0,0.06681235879659653
1105,2019-06-10,38.887499996516254,-122.26249998904709,5.0,306.22,,0.6262,63.0,0.0
1106,2019-06-18,38.887499996516254,-122.26249998904709,5.0,,297.2,0.6262,63.0,0.0
1119,2019-06-02,38.87916666318367,-122.26249998904709,8.0,300.36,,0.6252,63.0,0.06681235879659653
1120,2019-06-10,38.87916666318367,-122.26249998904709,5.0,304.36,,0.6513,63.0,0.0
1121,2019-06-18,38.87916666318367,-122.26249998904709,5.0,,296.08,0.6513,63.0,0.0
1122,2019-06-02,38.87916666318367,-122.2541666557145,8.0,300.42,,0.6326,78.0,0.06681235879659653
1123,2019-06-10,38.87916666318367,-122.2541666557145,5.0,304.92,,0.5291,78.0,0.0
1124,2019-06-18,38.87916666318367,-122.2541666557145,5.0,,296.0,0.5291,78.0,0.0
1128,2019-06-02,37.88749999660584,-121.1791666558108,5.0,308.5,,0.6002000000000001,71.0,0.5249975323677063
1129,2019-06-10,37.88749999660584,-121.1791666558108,5.0,317.48,,0.5293,71.0,0.0
1130,2019-06-18,37.88749999660584,-121.1791666558108,5.0,315.16,293.82,0.5293,71.0,0.304767906665802
1140,2019-06-02,37.94583332993395,-122.40416665570106,5.0,,,0.5162,34.0,-99.0
1141,2019-06-10,37.94583332993395,-122.40416665570106,5.0,,,0.5249,34.0,-99.0
1142,2019-06-18,37.94583332993395,-122.40416665570106,5.0,,,0.5249,34.0,-99.0
1143,2019-06-02,37.75416666328445,-121.64583332243566,8.0,303.22,,0.2388,80.0,0.3035140633583069
1144,2019-06-10,37.75416666328445,-121.64583332243566,5.0,316.86,,0.1956,80.0,0.13419927656650543
1145,2019-06-18,37.75416666328445,-121.64583332243566,5.0,317.34000000000003,291.94,0.1956,80.0,0.0
1146,2019-06-02,37.76249999661704,-121.64583332243566,8.0,302.56,,0.2827,86.0,0.3035140633583069
1147,2019-06-10,37.76249999661704,-121.64583332243566,5.0,315.74,,0.2288,86.0,0.13419927656650543
1148,2019-06-18,37.76249999661704,-121.64583332243566,5.0,317.32,290.8,0.2288,86.0,0.0
1149,2019-06-02,37.57083332996754,-120.97916665582872,5.0,305.48,,0.2306,64.0,0.0
1150,2019-06-10,37.57083332996754,-120.97916665582872,5.0,306.90000000000003,,0.3835,64.0,0.0
1151,2019-06-18,37.57083332996754,-120.97916665582872,5.0,311.74,294.76,0.3835,64.0,0.0
1155,2019-06-02,36.85416666336508,-120.18749998923298,5.0,306.66,290.96,0.5988,64.0,0.04833521693944931
1156,2019-06-10,36.85416666336508,-120.18749998923298,5.0,310.0,,0.38930000000000003,64.0,0.03663624823093414
1157,2019-06-18,36.85416666336508,-120.18749998923298,5.0,,295.12,0.38930000000000003,64.0,0.22917665541172028
1161,2019-06-02,35.254166663508414,-119.11249998932928,5.0,310.24,290.94,0.614,81.0,0.5054836273193359
1162,2019-06-10,35.254166663508414,-119.11249998932928,5.0,306.56,,0.46690000000000004,81.0,0.0
1163,2019-06-18,35.254166663508414,-119.11249998932928,5.0,312.44,294.84000000000003,0.46690000000000004,81.0,0.05744501203298569
1164,2019-06-02,35.24583333017583,-119.11249998932928,5.0,312.12,291.22,0.4118,84.0,0.5054836273193359
1165,2019-06-10,35.24583333017583,-119.11249998932928,5.0,314.16,,0.5546,84.0,0.0
1166,2019-06-18,35.24583333017583,-119.11249998932928,5.0,315.02,295.2,0.5546,84.0,0.05744501203298569
1173,2019-06-02,34.42916666358232,-118.64583332270442,5.0,,,0.2661,43.0,0.2976214289665222
1174,2019-06-10,34.42916666358232,-118.64583332270442,5.0,,,0.24230000000000002,43.0,0.0
1175,2019-06-18,34.42916666358232,-118.64583332270442,5.0,309.26,,0.24230000000000002,43.0,0.0
1179,2019-06-02,34.15416666360696,-118.19583332274473,5.0,,,0.42860000000000004,60.0,0.0
1180,2019-06-10,34.15416666360696,-118.19583332274473,5.0,,,0.44530000000000003,60.0,0.0
1181,2019-06-18,34.15416666360696,-118.19583332274473,5.0,,,0.44530000000000003,60.0,0.0
1188,2019-06-02,34.420833330249735,-118.58749998937631,5.0,,,0.30060000000000003,45.0,0.1981445699930191
1189,2019-06-10,34.420833330249735,-118.58749998937631,5.0,,,0.2969,45.0,0.0
1190,2019-06-18,34.420833330249735,-118.58749998937631,5.0,310.44,,0.2969,45.0,0.0
1191,2019-06-02,34.42916666358232,-118.5958333227089,5.0,,,0.3582,48.0,0.1981445699930191
1192,2019-06-10,34.42916666358232,-118.5958333227089,5.0,,,0.2702,48.0,0.0
1193,2019-06-18,34.42916666358232,-118.5958333227089,5.0,310.40000000000003,,0.2702,48.0,0.0
1194,2019-06-02,34.42916666358232,-118.58749998937631,5.0,,,0.2585,68.0,0.1981445699930191
1195,2019-06-10,34.42916666358232,-118.58749998937631,5.0,,,0.32070000000000004,68.0,0.0
1196,2019-06-18,34.42916666358232,-118.58749998937631,5.0,310.66,,0.32070000000000004,68.0,0.0
1200,2019-06-02,35.537499996816365,-115.45416665632368,5.0,318.42,288.04,0.0945,15.0,0.0
1201,2019-06-10,35.537499996816365,-115.45416665632368,5.0,,291.02,0.0988,15.0,0.0
1202,2019-06-18,35.537499996816365,-115.45416665632368,5.0,324.52,290.7,0.0988,15.0,0.10375359654426575
1203,2019-06-02,35.55416666348154,-115.47083332298885,5.0,318.88,287.64,0.11420000000000001,7.0,0.0
1204,2019-06-10,35.55416666348154,-115.47083332298885,5.0,,290.36,0.10210000000000001,7.0,0.0
1205,2019-06-18,35.55416666348154,-115.47083332298885,5.0,325.42,291.18,0.10210000000000001,7.0,0.10375359654426575
1209,2019-06-02,35.5791666634793,-115.48749998965403,5.0,317.68,288.7,0.1432,15.0,0.0
1210,2019-06-10,35.5791666634793,-115.48749998965403,5.0,,290.38,0.1364,15.0,0.0
1211,2019-06-18,35.5791666634793,-115.48749998965403,5.0,324.12,292.08,0.1364,15.0,0.10375359654426575
1212,2019-06-02,37.76249999661704,-120.9291666558332,8.0,304.1,290.72,0.5738,77.0,0.0
1213,2019-06-10,37.76249999661704,-120.9291666558332,5.0,305.54,,0.6177,77.0,0.0
1214,2019-06-18,37.76249999661704,-120.9291666558332,5.0,310.2,293.0,0.6177,77.0,0.07185612618923187
1227,2019-06-02,32.53749999708512,-116.91249998952637,,,,,,0.0
1228,2019-06-10,32.53749999708512,-116.91249998952637,,,,,,0.0
1229,2019-06-18,32.53749999708512,-116.91249998952637,,,,,,0.0
1233,2019-06-02,38.87916666318367,-122.24583332238191,8.0,301.1,,0.5791000000000001,70.0,0.06681235879659653
1234,2019-06-10,38.87916666318367,-122.24583332238191,5.0,307.88,,0.5339,70.0,0.0
1235,2019-06-18,38.87916666318367,-122.24583332238191,5.0,,296.18,0.5339,70.0,0.0
1254,2019-06-02,39.12916666316127,-121.55416665577721,5.0,307.08,,0.41340000000000005,78.0,0.4911637306213379
1255,2019-06-10,39.12916666316127,-121.55416665577721,5.0,315.18,,0.39940000000000003,78.0,0.0
1256,2019-06-18,39.12916666316127,-121.55416665577721,5.0,314.12,297.26,0.39940000000000003,78.0,0.0
1260,2019-06-02,36.704166663378516,-119.88749998925985,5.0,308.2,292.96,0.2937,61.0,0.2181309461593628
1261,2019-06-10,36.704166663378516,-119.88749998925985,5.0,312.66,290.88,0.36300000000000004,61.0,0.037725381553173065
1262,2019-06-18,36.704166663378516,-119.88749998925985,5.0,,297.02,0.36300000000000004,61.0,0.243093341588974
1263,2019-06-02,36.22916666342107,-118.31249998940095,5.0,300.12,276.12,0.5014000000000001,63.0,0.21675150096416473
1264,2019-06-10,36.22916666342107,-118.31249998940095,9.0,,,0.4315,63.0,0.11080069094896317
1265,2019-06-18,36.22916666342107,-118.31249998940095,5.0,310.74,281.64,0.4315,63.0,0.2305964231491089
1269,2019-06-02,36.22083333008848,-118.31249998940095,5.0,,276.12,0.5861000000000001,35.0,0.21675150096416473
1270,2019-06-10,36.22083333008848,-118.31249998940095,9.0,,,0.327,35.0,0.11080069094896317
1271,2019-06-18,36.22083333008848,-118.31249998940095,5.0,306.90000000000003,281.42,0.327,35.0,0.2305964231491089
1308,2019-06-02,34.24583333026541,-118.37916665606164,5.0,,,0.201,48.0,0.0
1309,2019-06-10,34.24583333026541,-118.37916665606164,5.0,,,0.2321,48.0,0.0
1310,2019-06-18,34.24583333026541,-118.37916665606164,5.0,,,0.2321,48.0,0.0
1314,2019-06-02,34.04583333028333,-117.82083332277833,5.0,,,0.41850000000000004,61.0,0.0
1315,2019-06-10,34.04583333028333,-117.82083332277833,5.0,,,0.37520000000000003,61.0,0.0
1316,2019-06-18,34.04583333028333,-117.82083332277833,5.0,,,0.37520000000000003,61.0,0.0
1317,2019-06-02,34.02083333028557,-118.02083332276041,5.0,,,0.33480000000000004,72.0,0.0
1318,2019-06-10,34.02083333028557,-118.02083332276041,5.0,,,0.38520000000000004,72.0,0.0
1319,2019-06-18,34.02083333028557,-118.02083332276041,5.0,,,0.38520000000000004,72.0,0.0
1320,2019-06-02,34.03749999695074,-118.10416665608628,5.0,,,0.23500000000000001,58.0,0.0
1321,2019-06-10,34.03749999695074,-118.10416665608628,5.0,,,0.233,58.0,0.0
1322,2019-06-18,34.03749999695074,-118.10416665608628,5.0,,,0.233,58.0,0.0
1326,2019-06-02,33.85416666363383,-118.32916665606612,5.0,,287.66,0.20900000000000002,27.0,-99.0
1327,2019-06-10,33.85416666363383,-118.32916665606612,5.0,,286.8,0.1396,27.0,-99.0
1328,2019-06-18,33.85416666363383,-118.32916665606612,5.0,,,0.1396,27.0,-99.0
1329,2019-06-02,33.820833330303486,-118.24583332274025,5.0,,288.3,0.08080000000000001,8.0,-99.0
1330,2019-06-10,33.820833330303486,-118.24583332274025,5.0,,289.02,0.1071,8.0,-99.0
1331,2019-06-18,33.820833330303486,-118.24583332274025,5.0,,,0.1071,8.0,-99.0
1332,2019-06-02,33.71249999697986,-117.7124999894547,5.0,,,0.4516,83.0,0.0
1333,2019-06-10,33.71249999697986,-117.7124999894547,5.0,,290.62,0.3791,83.0,0.0
1334,2019-06-18,33.71249999697986,-117.7124999894547,5.0,,,0.3791,83.0,0.0
1335,2019-06-02,33.77916666364055,-118.23749998940767,5.0,,288.82,0.08,14.0,-99.0
1336,2019-06-10,33.77916666364055,-118.23749998940767,5.0,306.1,,0.1494,14.0,-99.0
1337,2019-06-18,33.77916666364055,-118.23749998940767,5.0,,,0.1494,14.0,-99.0
1338,2019-06-02,33.77916666364055,-118.22916665607508,5.0,,288.38,0.0736,5.0,-99.0
1339,2019-06-10,33.77916666364055,-118.22916665607508,5.0,,,0.0717,5.0,-99.0
1340,2019-06-18,33.77916666364055,-118.22916665607508,5.0,,,0.0717,5.0,-99.0
1341,2019-06-02,33.795833330305726,-118.3458333227313,5.0,,,0.2787,54.0,-99.0
1342,2019-06-10,33.795833330305726,-118.3458333227313,5.0,303.66,289.42,0.2705,54.0,-99.0
1343,2019-06-18,33.795833330305726,-118.3458333227313,5.0,,,0.2705,54.0,-99.0
1344,2019-06-02,33.61249999698882,-117.82083332277833,5.0,,,0.47600000000000003,58.0,-99.0
1345,2019-06-10,33.61249999698882,-117.82083332277833,5.0,,288.96,0.44520000000000004,58.0,-99.0
1346,2019-06-18,33.61249999698882,-117.82083332277833,5.0,,,0.44520000000000004,58.0,-99.0
1347,2019-06-02,32.56249999708288,-116.62083332288583,,,,,,0.0
1348,2019-06-10,32.56249999708288,-116.62083332288583,,,,,,0.0
1349,2019-06-18,32.56249999708288,-116.62083332288583,,,,,,0.0
1350,2019-06-02,32.59583333041323,-117.01249998951741,5.0,,,0.1767,36.0,0.0
1351,2019-06-10,32.59583333041323,-117.01249998951741,5.0,,290.08,0.24580000000000002,36.0,0.0
1352,2019-06-18,32.59583333041323,-117.01249998951741,5.0,,,0.24580000000000002,36.0,0.0
1353,2019-06-02,32.53749999708512,-116.5791666562229,,,,,,0.0
1354,2019-06-10,32.53749999708512,-116.5791666562229,,,,,,0.0
1355,2019-06-18,32.53749999708512,-116.5791666562229,,,,,,0.0
1356,2019-06-02,32.53749999708512,-116.58749998955548,,,,,,0.0
1357,2019-06-10,32.53749999708512,-116.58749998955548,,,,,,0.0
1358,2019-06-18,32.53749999708512,-116.58749998955548,,,,,,0.0
1359,2019-06-02,33.29583333035052,-116.98749998951965,5.0,,,0.5565,70.0,0.0
1360,2019-06-10,33.29583333035052,-116.98749998951965,5.0,,289.82,0.5222,70.0,0.0
1361,2019-06-18,33.29583333035052,-116.98749998951965,5.0,308.42,,0.5222,70.0,0.0
1368,2019-06-02,33.304166663683105,-116.98749998951965,5.0,,,0.4882,70.0,0.0
1369,2019-06-10,33.304166663683105,-116.98749998951965,5.0,,290.26,0.4772,70.0,0.0
1370,2019-06-18,33.304166663683105,-116.98749998951965,5.0,310.44,,0.4772,70.0,0.0
1371,2019-06-02,35.354166663499456,-118.97916665600789,5.0,317.66,293.12,0.15460000000000002,3.0,0.5054836273193359
1372,2019-06-10,35.354166663499456,-118.97916665600789,5.0,,,0.1484,3.0,0.0
1373,2019-06-18,35.354166663499456,-118.97916665600789,5.0,322.38,298.88,0.1484,3.0,0.05744501203298569
1374,2019-06-02,36.22083333008848,-118.30416665606836,5.0,,275.54,0.599,36.0,0.21675150096416473
1375,2019-06-10,36.22083333008848,-118.30416665606836,9.0,,,0.5011,36.0,0.11080069094896317
1376,2019-06-18,36.22083333008848,-118.30416665606836,5.0,309.48,281.62,0.5011,36.0,0.2305964231491089
1398,2019-06-02,36.78749999670438,-118.654166656037,5.0,297.58,,0.48040000000000005,72.0,0.2326938360929489
1399,2019-06-10,36.78749999670438,-118.654166656037,5.0,,,0.5553,72.0,0.22902452945709229
1400,2019-06-18,36.78749999670438,-118.654166656037,5.0,305.8,285.82,0.5553,72.0,0.5198590755462646
1401,2019-06-02,36.78749999670438,-118.66249998936959,5.0,297.58,,0.48040000000000005,50.0,0.2326938360929489
1402,2019-06-10,36.78749999670438,-118.66249998936959,5.0,,,0.5553,50.0,0.22902452945709229
1403,2019-06-18,36.78749999670438,-118.66249998936959,5.0,305.8,285.82,0.5553,50.0,0.5198590755462646
1404,2019-06-02,39.72083332977493,-122.27916665571226,5.0,308.68,,0.28290000000000004,68.0,0.7180651426315308
1405,2019-06-10,39.72083332977493,-122.27916665571226,5.0,316.8,,0.22340000000000002,68.0,0.0
1406,2019-06-18,39.72083332977493,-122.27916665571226,5.0,,297.28000000000003,0.22340000000000002,68.0,0.0
1422,2019-06-02,36.78749999670438,-118.62916665603925,5.0,296.54,,0.5307000000000001,71.0,0.2326938360929489
1423,2019-06-10,36.78749999670438,-118.62916665603925,9.0,,,0.47350000000000003,71.0,0.22902452945709229
1424,2019-06-18,36.78749999670438,-118.62916665603925,5.0,305.98,286.18,0.47350000000000003,71.0,0.5198590755462646
1425,2019-06-02,36.78749999670438,-118.62083332270666,5.0,,,0.5496,61.0,0.1993541121482849
1426,2019-06-10,36.78749999670438,-118.62083332270666,5.0,,,0.47500000000000003,61.0,0.1093708947300911
1427,2019-06-18,36.78749999670438,-118.62083332270666,5.0,305.24,286.2,0.47500000000000003,61.0,0.2630813419818878
1428,2019-06-02,36.7791666633718,-118.62916665603925,5.0,294.26,279.84000000000003,0.5052,43.0,0.2326938360929489
1429,2019-06-10,36.7791666633718,-118.62916665603925,5.0,,,0.47340000000000004,43.0,0.22902452945709229
1430,2019-06-18,36.7791666633718,-118.62916665603925,5.0,304.04,286.12,0.47340000000000004,43.0,0.5198590755462646
1431,2019-06-02,36.62083333005265,-120.57083332253197,5.0,311.2,293.54,0.2667,43.0,0.05668080970644951
1432,2019-06-10,36.62083333005265,-120.57083332253197,5.0,312.96,291.44,0.39630000000000004,43.0,0.029769228771328926
1433,2019-06-18,36.62083333005265,-120.57083332253197,5.0,,295.6,0.39630000000000004,43.0,0.0
1434,2019-06-02,36.22916666342107,-118.30416665606836,5.0,300.3,276.28000000000003,0.4887,63.0,0.21675150096416473
1435,2019-06-10,36.22916666342107,-118.30416665606836,9.0,,,0.4963,63.0,0.11080069094896317
1436,2019-06-18,36.22916666342107,-118.30416665606836,5.0,310.86,281.42,0.4963,63.0,0.2305964231491089
1449,2019-06-02,36.22083333008848,-118.29583332273577,5.0,,275.54,0.599,45.0,0.21675150096416473
1450,2019-06-10,36.22083333008848,-118.29583332273577,9.0,,,0.5011,45.0,0.11080069094896317
1451,2019-06-18,36.22083333008848,-118.29583332273577,5.0,309.48,281.62,0.5011,45.0,0.2305964231491089
1476,2019-06-02,36.079166663434506,-119.15416665599221,5.0,308.64,290.40000000000003,0.47100000000000003,82.0,0.4430111050605774
1477,2019-06-10,36.079166663434506,-119.15416665599221,5.0,312.74,,0.44170000000000004,82.0,0.048438481986522675
1478,2019-06-18,36.079166663434506,-119.15416665599221,5.0,314.5,291.98,0.44170000000000004,82.0,0.0
1482,2019-06-02,35.54583333014895,-119.27083332264843,5.0,306.48,,0.6795,68.0,0.2768162488937378
1483,2019-06-10,35.54583333014895,-119.27083332264843,5.0,310.1,291.56,0.7807000000000001,68.0,0.0
1484,2019-06-18,35.54583333014895,-119.27083332264843,5.0,310.74,,0.7807000000000001,68.0,0.09286237508058548
1506,2019-06-02,34.10416666361144,-118.47916665605268,5.0,,,0.5673,65.0,0.0
1507,2019-06-10,34.10416666361144,-118.47916665605268,5.0,,,0.5733,65.0,0.046338316053152084
1508,2019-06-18,34.10416666361144,-118.47916665605268,5.0,,,0.5733,65.0,0.0
1515,2019-06-02,33.8124999969709,-118.23749998940767,5.0,,288.68,0.07010000000000001,8.0,-99.0
1516,2019-06-10,33.8124999969709,-118.23749998940767,5.0,,288.86,0.06810000000000001,8.0,-99.0
1517,2019-06-18,33.8124999969709,-118.23749998940767,5.0,,,0.06810000000000001,8.0,-99.0
1521,2019-06-02,33.78749999697314,-118.3458333227313,5.0,,,0.367,71.0,-99.0
1522,2019-06-10,33.78749999697314,-118.3458333227313,5.0,304.3,289.08,0.3256,71.0,-99.0
1523,2019-06-18,33.78749999697314,-118.3458333227313,5.0,,,0.3256,71.0,-99.0
1527,2019-06-02,32.64583333040875,-114.79583332304932,,,,,,-99.0
1528,2019-06-10,32.64583333040875,-114.79583332304932,,,,,,-99.0
1529,2019-06-18,32.64583333040875,-114.79583332304932,,,,,,-99.0
1533,2019-06-02,32.53749999708512,-116.77916665620498,,,,,,0.0
1534,2019-06-10,32.53749999708512,-116.77916665620498,,,,,,0.0
1535,2019-06-18,32.53749999708512,-116.77916665620498,,,,,,0.0
1539,2019-06-02,32.53749999708512,-116.78749998953757,,,,,,0.0
1540,2019-06-10,32.53749999708512,-116.78749998953757,,,,,,0.0
1541,2019-06-18,32.53749999708512,-116.78749998953757,,,,,,0.0
1548,2019-06-02,32.53749999708512,-116.92916665619154,,,,,,0.0
1549,2019-06-10,32.53749999708512,-116.92916665619154,,,,,,0.0
1550,2019-06-18,32.53749999708512,-116.92916665619154,,,,,,0.0
1551,2019-06-02,32.53749999708512,-116.82083332286791,,,,,,0.0
1552,2019-06-10,32.53749999708512,-116.82083332286791,,,,,,0.0
1553,2019-06-18,32.53749999708512,-116.82083332286791,,,,,,0.0
1554,2019-06-02,36.212499996755895,-118.29583332273577,5.0,,274.52,0.5437000000000001,57.0,0.21675150096416473
1555,2019-06-10,36.212499996755895,-118.29583332273577,9.0,,,0.5086,57.0,0.11080069094896317
1556,2019-06-18,36.212499996755895,-118.29583332273577,5.0,306.68,281.86,0.5086,57.0,0.2305964231491089
1557,2019-06-02,36.212499996755895,-118.30416665606836,5.0,,273.88,0.5006,55.0,0.21675150096416473
1558,2019-06-10,36.212499996755895,-118.30416665606836,9.0,,,0.44970000000000004,55.0,0.11080069094896317
1559,2019-06-18,36.212499996755895,-118.30416665606836,5.0,306.1,281.68,0.44970000000000004,55.0,0.2305964231491089
1584,2019-06-02,36.78749999670438,-118.63749998937183,5.0,296.3,,0.5452,65.0,0.2326938360929489
1585,2019-06-10,36.78749999670438,-118.63749998937183,5.0,,,0.4686,65.0,0.22902452945709229
1586,2019-06-18,36.78749999670438,-118.63749998937183,5.0,306.46,286.1,0.4686,65.0,0.5198590755462646
1590,2019-06-02,39.72083332977493,-121.92916665574361,5.0,302.3,294.24,0.6654,60.0,0.362812876701355
1591,2019-06-10,39.72083332977493,-121.92916665574361,7.0,306.24,,0.8102,60.0,0.0
1592,2019-06-18,39.72083332977493,-121.92916665574361,7.0,,296.56,0.8102,60.0,0.0
1614,2019-06-02,34.28749999692835,-118.80416665602357,5.0,,,0.3335,71.0,0.16426530480384827
1615,2019-06-10,34.28749999692835,-118.80416665602357,5.0,,283.84000000000003,0.3592,71.0,0.0
1616,2019-06-18,34.28749999692835,-118.80416665602357,5.0,,,0.3592,71.0,0.0
1626,2019-06-02,34.15416666360696,-118.18749998941215,5.0,,,0.3952,75.0,0.0
1627,2019-06-10,34.15416666360696,-118.18749998941215,5.0,,,0.4445,75.0,0.0
1628,2019-06-18,34.15416666360696,-118.18749998941215,5.0,,,0.4445,75.0,0.0
1629,2019-06-02,34.03749999695074,-117.82083332277833,5.0,,,0.30560000000000004,62.0,0.0
1630,2019-06-10,34.03749999695074,-117.82083332277833,5.0,,,0.2686,62.0,0.0
1631,2019-06-18,34.03749999695074,-117.82083332277833,5.0,,,0.2686,62.0,0.0
1650,2019-06-02,32.654166663741336,-114.78749998971674,,,,,,-99.0
1651,2019-06-10,32.654166663741336,-114.78749998971674,,,,,,-99.0
1652,2019-06-18,32.654166663741336,-114.78749998971674,,,,,,-99.0
1653,2019-06-02,32.62083333041099,-115.54583332298213,,,,,,-99.0
1654,2019-06-10,32.62083333041099,-115.54583332298213,,,,,,-99.0
1655,2019-06-18,32.62083333041099,-115.54583332298213,,,,,,-99.0
1662,2019-06-02,32.53749999708512,-117.03749998951517,5.0,,,0.11750000000000001,,0.0
1663,2019-06-10,32.53749999708512,-117.03749998951517,5.0,,290.52,0.2389,,0.0
1664,2019-06-18,32.53749999708512,-117.03749998951517,5.0,,,0.2389,,0.0
1665,2019-06-02,33.38749999700897,-117.3958333228164,5.0,,,0.38780000000000003,86.0,0.0
1666,2019-06-10,33.38749999700897,-117.3958333228164,5.0,,288.98,0.3113,86.0,0.0
1667,2019-06-18,33.38749999700897,-117.3958333228164,5.0,,,0.3113,86.0,0.0
1671,2019-06-02,34.3791666635868,-118.52083332271562,5.0,303.68,,0.37210000000000004,69.0,0.1981445699930191
1672,2019-06-10,34.3791666635868,-118.52083332271562,5.0,,,0.277,69.0,0.0
1673,2019-06-18,34.3791666635868,-118.52083332271562,5.0,308.88,,0.277,69.0,0.0
1674,2019-06-02,35.08749999685668,-120.52916665586903,5.0,,,0.39890000000000003,84.0,0.79236900806427
1675,2019-06-10,35.08749999685668,-120.52916665586903,5.0,306.12,285.22,0.4319,84.0,0.0
1676,2019-06-18,35.08749999685668,-120.52916665586903,5.0,303.98,286.1,0.4319,84.0,0.0
1677,2019-06-02,35.670833330137754,-120.38749998921506,5.0,305.24,,0.21350000000000002,81.0,0.9447929859161377
1678,2019-06-10,35.670833330137754,-120.38749998921506,5.0,,285.62,0.1806,81.0,0.046444185078144073
1679,2019-06-18,35.670833330137754,-120.38749998921506,5.0,,287.78000000000003,0.1806,81.0,0.0
1680,2019-06-02,35.670833330137754,-120.37916665588247,5.0,304.2,,0.20470000000000002,78.0,0.9447929859161377
1681,2019-06-10,35.670833330137754,-120.37916665588247,5.0,,,0.15660000000000002,78.0,0.046444185078144073
1682,2019-06-18,35.670833330137754,-120.37916665588247,5.0,,287.52,0.15660000000000002,78.0,0.0
1683,2019-06-02,35.670833330137754,-120.39583332254765,5.0,305.24,,0.21350000000000002,84.0,0.9447929859161377
